"state","week","prop_infected","prop_infected_lo","prop_infected_hi"
"UT",2021-05-15,0.293458997108494,0.279952524765168,0.365094377611403
"UT",2021-05-22,0.294631471323191,0.280716107947532,0.370163734455474
"UT",2021-05-29,0.295153696967888,0.28192595272713,0.375368700263405
"UT",2021-06-05,0.295302080281903,0.282560629323823,0.380068087337496
"UT",2021-06-12,0.295099567109531,0.282449956986938,0.384485519383628
"UT",2021-06-19,0.295498238935027,0.282075624420513,0.389727716811073
"UT",2021-06-26,0.296372385747929,0.282010073457047,0.395455416395054
"UT",2021-07-03,0.297396478591626,0.282318560362963,0.401405222898859
"UT",2021-07-10,0.298344829934196,0.282472212805506,0.407716124343763
"UT",2021-07-17,0.299898717320345,0.282400302277884,0.413461849112547
"UT",2021-07-24,0.301360195648592,0.283456127664704,0.420466668185362
"UT",2021-07-31,0.304294003172484,0.286405977907459,0.428813404739011
"UT",2021-08-07,0.307765963437219,0.288968685947958,0.437531613047283
"UT",2021-08-14,0.310545371163168,0.291305045837201,0.445645723512324
"UT",2021-08-21,0.314802796224936,0.294205577797042,0.454990328735776
"UT",2021-08-28,0.319574626365131,0.297759031866757,0.464710611007866
"UT",2021-09-04,0.325608457163939,0.30195964078398,0.475948477375586
"UT",2021-09-11,0.332373066565381,0.307217515014551,0.487464681613494
"UT",2021-09-18,0.339323542945897,0.312987690664958,0.499174858845719
"UT",2021-09-25,0.346337376678639,0.317458008092744,0.51100885924467
"UT",2021-10-02,0.352962938932937,0.321902880700749,0.522579383856096
"UT",2021-10-09,0.359233838769288,0.326812302489968,0.534033760713163
"UT",2021-10-16,0.365784957904834,0.330693897190144,0.545532611847715
"UT",2021-10-23,0.371819598955493,0.335548815275706,0.556424959372133
"UT",2021-10-30,0.379884130128767,0.340639928523262,0.569586465718258
"UT",2021-11-06,0.387024933737367,0.345716586047808,0.581515072831788
"UT",2021-11-13,0.393728929342701,0.351166677658389,0.592698640121281
"UT",2021-11-20,0.400997917508472,0.357180999871512,0.603862088736928
"UT",2021-11-27,0.406203283169394,0.36151990633756,0.613553217047243
"UT",2021-12-04,0.412891009981127,0.366203053518363,0.62417052631434
"UT",2021-12-11,0.419038884097467,0.370028850887653,0.634177962330573
"UT",2021-12-18,0.423502823426577,0.372907919630168,0.642612557862999
"UT",2021-12-25,0.426752034463081,0.37460465694685,0.649783484953372
"UT",2022-01-01,0.431964884812338,0.38153096421229,0.658214867107375
"UT",2022-01-08,0.453824482526307,0.416230048521403,0.678847200497623
"UT",2022-01-15,0.483028913274518,0.453082541771548,0.70485621010843
"VA",2020-05-02,0.0125620464017086,0.00626349198973144,0.0530711473638268
"VA",2020-05-09,0.0150603752525296,0.00855888440621477,0.0491201148286127
"VA",2020-05-16,0.0176122442583445,0.0110771179489663,0.046679433420323
"VA",2020-05-23,0.0200895333316363,0.013560389303428,0.0451365633064188
"VA",2020-05-30,0.0232087533341989,0.0166191147832011,0.0445024106630788
"VA",2020-06-06,0.0253568297328246,0.0187216784207255,0.0440180963560231
"VA",2020-06-13,0.027582422537506,0.0205803874175155,0.0437584737390442
"VA",2020-06-20,0.0294740808980199,0.0213963430602436,0.0470405081824862
"VA",2020-06-27,0.0313643867800832,0.0221393967144929,0.0506213116364178
"VA",2020-07-04,0.0335554117468184,0.0228878014131091,0.055126527497872
"VA",2020-07-11,0.0362133406137395,0.0238111605910568,0.0606385146614664
"VA",2020-07-18,0.0324345131962665,0.0248908475306202,0.046695564147082
"VA",2020-07-25,0.0322517369247515,0.0260407482253177,0.0439282783564486
"VA",2020-08-01,0.0332374887382628,0.0273663473965942,0.0439631884567183
"VA",2020-08-08,0.0343736323791419,0.0287525702968353,0.0445688766631395
"VA",2020-08-15,0.0349094413333942,0.0296510758733771,0.0443898168206108
"VA",2020-08-22,0.0356353663416015,0.0304489163056775,0.0447021542505597
"VA",2020-08-29,0.0367341391510634,0.0313558531482989,0.0457010121997205
"VA",2020-09-05,0.0376956546756552,0.0322028041423357,0.0465091432273396
"VA",2020-09-12,0.038607270373414,0.0330706343843912,0.0475764258802773
"VA",2020-09-19,0.040445906717992,0.0343461628783273,0.0491943098712245
"VA",2020-09-26,0.0420831774769483,0.035528015393378,0.0508777335130993
"VA",2020-10-03,0.0434662767724402,0.0366292792896449,0.0522024411298601
"VA",2020-10-10,0.0449375782480872,0.0379613845955057,0.0537498458173832
"VA",2020-10-17,0.0464039443137953,0.0393665593765619,0.0553392444820488
"VA",2020-10-24,0.0481204687750312,0.0408925880081799,0.0570082924420874
"VA",2020-10-31,0.0498796147090638,0.0425825876956068,0.0590285183693959
